domain,question_id,config,interference_score_lexical_wrt_distractors,evidence_overlap_ratio,hallu_score,distractor_density,evid_overlap_ngram,evid_overlap_emb,total_response_tokens,interference_token_hits,att_avg_entropy,attention_entropy,cross_attention_mass_to_gold,distractor_attention_max,hallucination_score,distractor_density_chunk,chunk_hallu_score,evidence_overlap_emb,seq_len,resp_len,gold_len,dist_len,cross_attention_mass_to_gold_raw,gold_found,dist_found,gold_available
01_nq_closed_book,1,Low-P-Mid,0.9234567901234567,0.4175730124115944,0.7861412943972284,2.0,0.0,0.4175730124115944,16.444444444444443,8.0,2.585395574569702,,,0.4471028645833333,0.8200474708444543,0.33,0.17995252915554574,0.4175730124115944,589.2222222222222,29.22222222222222,0.0,547.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Low-T-Beg,0.45,0.6537652015686035,0.45,2.0,0.0,0.6537652015686035,25.0,6.0,2.1984384059906006,,,0.427734375,0.5357462763786316,0.33,0.4642537236213684,0.6537652015686035,615.0,35.0,0.0,567.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Low-T-End,0.2941176470588235,0.6502905488014221,0.4705882352941176,2.0,0.0,0.6502905488014221,20.0,3.0,2.2250990867614746,,,0.443115234375,0.5238815248012543,0.33,0.4761184751987457,0.6502905488014221,569.0,30.0,0.0,526.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Low-T-Mid,0.3529411764705882,0.6502905488014221,0.4705882352941176,2.0,0.0,0.6502905488014221,20.0,4.0,2.254504442214966,,,0.423095703125,0.5238815248012543,0.33,0.4761184751987457,0.6502905488014221,557.0,30.0,0.0,514.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-N-Beg,0.4,0.6356182098388672,0.4,2.0,0.0,0.6356182098388672,18.0,2.0,2.4861819744110107,,,0.497802734375,0.7789488732814789,0.67,0.2210511267185211,0.6356182098388672,1957.0,24.0,0.0,1920.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-N-End,0.3333333333333333,0.650226354598999,0.4761904761904761,2.0,0.0,0.650226354598999,26.0,1.0,2.520993709564209,,,0.50537109375,0.5703732073307037,0.67,0.4296267926692962,0.650226354598999,1967.0,38.0,0.0,1916.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-N-Mid,0.3,0.6537652015686035,0.45,2.0,0.0,0.6537652015686035,25.0,2.0,2.452547550201416,,,0.466064453125,0.5373607277870178,0.67,0.4626392722129822,0.6537652015686035,2000.0,35.0,0.0,1952.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-P-Beg,0.95,0.471187025308609,0.5578947368421052,2.0,0.0032258064516129,0.471187025308609,16.5,9.0,2.635939598083496,,,0.4395751953125,0.7608570754528046,0.67,0.23914292454719538,0.471187025308609,1539.0,24.0,0.0,1502.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-P-End,1.0,0.5993854403495789,0.2307692307692307,2.0,0.0066225165562913,0.5993854403495789,14.0,10.0,2.5204946994781494,,,0.39892578125,0.704042911529541,0.67,0.295957088470459,0.5993854403495789,1494.0,20.0,0.0,1461.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-P-Mid,0.8825396825396825,0.5127167999744415,0.48730158730158724,2.0,0.0022222222222222,0.5127167999744415,17.0,6.333333333333333,2.651024103164673,,,0.43359375,0.7992548421025276,0.67,0.20074515789747233,0.5127167999744415,1507.0,24.0,0.0,1470.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-T-Beg,0.45,0.6537652015686035,0.45,2.0,0.0,0.6537652015686035,25.0,6.0,2.2801764011383057,,,0.406494140625,0.5373607277870178,0.67,0.4626392722129822,0.6537652015686035,1426.0,35.0,0.0,1378.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-T-End,0.3529411764705882,0.6502905488014221,0.4705882352941176,2.0,0.0,0.6502905488014221,20.0,4.0,2.46382737159729,,,0.416748046875,0.5238815248012543,0.67,0.4761184751987457,0.6502905488014221,1515.0,30.0,0.0,1472.0,0.0,0.0,1.0,0.0
01_nq_closed_book,1,Medium-T-Mid,0.4117647058823529,0.6502905488014221,0.4705882352941176,2.0,0.0,0.6502905488014221,20.0,5.0,2.419193744659424,,,0.415771484375,0.5238815248012543,0.67,0.4761184751987457,0.6502905488014221,1480.0,30.0,0.0,1437.0,0.0,0.0,1.0,0.0
01_nq_closed_book,2,Low-N-Beg,0.24323232323232322,0.5426055997610092,0.4794949494949495,2.0,0.0038461538461538403,0.5426055997610092,19.6,0.0,2.203843879699707,,,0.36103515625,0.3940569758415222,0.33,0.6059430241584778,0.5426055997610092,749.0,30.0,0.0,706.0,0.0,0.0,1.0,0.0
01_nq_closed_book,2,Low-N-End,0.20128824476650553,0.6573613584041595,0.43961352657004826,2.0,0.0135990906876674,0.6573613584041595,30.5,0.0,2.300419569015503,,,0.3712158203125,0.3550243973731994,0.33,0.6449756026268005,0.6573613584041595,749.5,41.5,0.0,695.0,0.0,0.0,1.0,0.0
